µØµã,¶ÌÆÀ,³ö·¢Ê±¼ä,ÌìÊý,ÈË¾ù·ÑÓÃ,ÈËÎï,Íæ·¨,ä¯ÀÀÁ¿
ä¶ÖÞµº,¡¾×Ô¼Ý8ÈÕ¡¿ÈËÉúÏó£¬ÃÀ¾°ÔÚÂ·ÉÏ£¬¹ÅÕòº£µº¶±Õ¯ÖØÆ÷Ò»¸ö¶¼²»ÄÜÉÙ,/2020/05/04,8,2500,¼ÒÍ¥,×Ô¼Ý?¹ÅÕò?º£±õº£µº?ÎåÒ»?ÏÄ¼¾,769
ÕÅ¼Ò¸Û,ÂýÐÐÕÅ¼Ò¸Û£¬Õâ¸öÇïÈÕÀïµÄ±¦²ØÇ××ÓÓÎ,/2019/10/12,2,1000,Ç××Ó,¶ÌÍ¾ÖÜÄ©,8656
ËÕÖÝ,×ß½øÎå²ÊÉ³ÖÞ£¬ÏíÊÜÄÑÍüµÄÇ××ÓÊ±¹â,/2019/10/12,3,1000,Ç××Ó,¶ÌÍ¾ÖÜÄ©?ÃÀÊ³?ÎÂÈª?ÉÍÇï?¹úÇì,61000
»ªÉ½,»ªÉ½Éî¶È3ÈÕÓÎ,/2019/10/19,3,1500,¹ëÃÛ,Éî¶ÈÓÎ?ÉÍÇï,16000
ÑïÖÝ,ÑïÖÝÈýÈÕ½­ÄÏÇïÈÕÀïµÄ¹ãÁêÐòÇú,/2019/10/18,3,2500,ÈýÎåºÃÓÑ,Éî¶ÈÓÎ?¶ÌÍ¾ÖÜÄ©?ÃÀÊ³?ÉÍÇï,29000
ÈýÑÇ,È¥ÈýÑÇ»¹ÄÜÍæÊ²Ã´£¿ÇëÊÕÏÂÕâ·Ý²»¹ä¡°¾°µã¡±µÄÐ¡ÖÚÍæ·¨¹¥ÂÔ£¡,/2019/09/01,3,1500,ÈýÎåºÃÓÑ,Éî¶ÈÓÎ?ÃÀÊ³?ÉãÓ°,8959
Òø´¨,ÉñÃØÒø´¨6ÈÕÓÎ,/2019/10/16,6,1500,¼ÒÍ¥,µÚÒ»´Î?¹úÇì,14000
½¨Ë®,Ì½·ÃµáÄÏÖ®ÂÃ¡ª¡ªºÓ¿Ú+½¨Ë®Á½ÈÕÓÎ,/2019/10/21,3,500,¼ÒÍ¥,µÚÒ»´Î?¶ÌÍ¾ÖÜÄ©,36000
Î÷°²,ºÓÄÏ£¬É½Î÷£¬ÉÂÎ÷»ð³µ×Ô¼ÝÓÎ,/2019/01/21,8,2600,ÈýÎåºÃÓÑ,Éî¶ÈÓÎ?º®¼Ù,6468
·ðÉ½,Ñ°Î¶Ë³µÂ£¬ÈËÎÄÒÕÊõ¼°ÃÀÊ³Ì½Ë÷Ö®ÂÃ,/2019/10/15,4,1200,¼ÒÍ¥,ÃÀÊ³?¹ÅÕò?ÏÄ¼¾?¹úÇì,19000
ÐÁÌØÀ­,Å¯ÑôÀïµÄÆÏÌÑÑÀ,/2019/01/01,6,2400,¶À×ÔÒ»ÈË,µÚÒ»´Î?¶ÌÍ¾ÖÜÄ©?¿çÄê?Ê¥µ®,8173
º¼ÖÝ,¡¾Õã½­.º¼ÖÝ.ËÎ³Ç¡¿Ç§Äê´óËÎÒ»ÈÕ»¹,/2019/10/08,3,900,¼ÒÍ¥,×Ô¼Ý,19000
³É¶¼,º£ÂÝ¹µÈýÈÕÓÎ,/2019/10/07,4,1800,¼ÒÍ¥,¶ÌÍ¾ÖÜÄ©?ÉãÓ°?¶¬¼¾?¹úÇì,78000
ÐË³Ç,ÐË³ÇÓÎ¼Ç,/2018/10/16,2,300,¶À×ÔÒ»ÈË,¹ÅÕò,144000
ÏÃÃÅ,ÏÃÃÅ¹¥ÂÔ¶þË¢ÏÃÃÅ£¬¾¹È»Èç´ËºÃ¡°ßÈ¡±,/2019/09/12,4,2500,ÈýÎåºÃÓÑ,¹ºÎï?ÃÀÊ³?ÉãÓ°?ÏÄ¼¾,42000
º£Î÷,ÎÒÓë×æ¹úÓÐ¸öÔ¼»á-¹úÇì2500Ôª×Ô¼ÝÇàº£¸ÊËà»·Ïß+½ðËþºúÑîÁÖ,/2019/09/28,8,2500,ÇéÂÂ,×Ô¼Ý?»·ÓÎ?¹úÇì,1237
Î÷°²,´©Ô½Ç§ÄêÖ®ÂÃ,/2019/09/29,4,2600,¶À×ÔÒ»ÈË,µÚÒ»´Î?¹úÇì,6983
³¤É³,ºþÄÏËÄÈÕÓÎ,/2019/10/04,4,2000,¼ÒÍ¥,ÃÛÔÂ?¹úÇì,5910
ÈªÖÝ,Ã¦ÂµÁËÒ»¸ö¹úÇìÖÜ£¬ÖÕÓÚÂÖµ½ÎÒÐÝÏ¢È¥ÍæÀ²~,/2019/10/08,4,1344,ÈýÎåºÃÓÑ,º£±õº£µº,5271
¹óÑô,#Éî¶È¹¥ÂÔ#½ãÃÃÇé£¿£¡Íæ×ª¹óÑôÖ®ÂÃ,/2019/10/03,7,2500,¼ÒÍ¥,µÚÒ»´Î?Éî¶ÈÓÎ?¹ÅÕò?¹úÇì,2862
ÉÏº£µÏÊ¿Äá¶È¼ÙÇø,ËÕ»¦º¼ÐÐ¼Ç£¬ÔÆ²ÊÆ®µ´ÔÚË®ÏçµÄ¼ÇÒä,/2019/10/05,5,2000,ÇéÂÂ,ÃÀÊ³?ÃÛÔÂ?¹ÅÕò?¹úÇì,1402
ÏÃÃÅ,ÖØ×ßÏÃÃÅ£¬ÍøºìÃÀÊ³Ì½µê+¾°µã´ò¿¨È«¹¥ÂÔ,/2019/10/01,4,2000,ÈýÎåºÃÓÑ,Éî¶ÈÓÎ?¹úÇì?º®¼Ù,90000
Ôæ×¯,°Ë¸öÔÂ±¦±¦³öÓÎ¼Ç,/2019/10/07,3,800,¼ÒÍ¥,×Ô¼Ý?¹úÇì,15000
µÂÇå,÷ÈÁ¦µÂÇåËÄÈÕÓÎ£¬ÏíÊÜÓÆÏÐµÄ¶È¼ÙÖ®ÂÃ,/2019/10/08,4,2500,ÈýÎåºÃÓÑ,Éî¶ÈÓÎ?¶ÌÍ¾ÖÜÄ©?×Ô¼Ý?¹úÇì,6865
Ì©É½,´ø×ÅÀÏÂèÈ¥ÂÃÐÐ2£¨ÎåÔÀÖ®ÐÐ¡ª¡ªÌ©É½¡¢áÔÉ½£©,/2019/09/26,6,2000,¼ÒÍ¥,Í½²½?ÇîÓÎ?¹úÇì,4911
°ÄÃÅ,³©ÓÎ°ÄÃÅ£¬ÐÀÉÍÎÒ¹ú×îÐ¡µÄ¶¼ÊÐ£¬¸ÐÊÜ±ðÑùµÄ°ÄÃÅ·çÇé,/2019/10/14,5,2900,ÈýÎåºÃÓÑ,Éî¶ÈÓÎ?ÉãÓ°?¹úÇì,241
°²¿µ,¡¾ÎÒµÄ¹úÇì70ÖÜÄê»ªµ®¡¿Î÷°²¹ÛÉýÆì+°²¿µººÒõ×Ô¼ÝÓÎ,/2019/10/09,2,324,ÇéÂÂ,¶ÌÍ¾ÖÜÄ©?×Ô¼Ý?¹úÇì,25000
ÕÅ¼Ò½ç,ÎÅÄãÇ§±é£¬²»ÈçÒ»¼û,/2019/09/27,5,1800,ÈýÎåºÃÓÑ,µÚÒ»´Î,45000
ÇíÖÐ,Ëµ×ß¾Í×ßµÄ×Ô¼Ý»·µºÖ®ÂÃ,/2019/10/02,5,1500,ÈýÎåºÃÓÑ,Éî¶ÈÓÎ?×Ô¼Ý?»·ÓÎ?ÉÍÇï?¹úÇì,4822
ÄÏ¾©,2019¹úÇì½ÚÄÏ¾©×Ô¼ÝÈýÈÕÓÎ,/2019/10/04,3,1000,¼ÒÍ¥,Éî¶ÈÓÎ?×Ô¼Ý?ÃÀÊ³?¹úÇì,1093
Ìì½ò,Ìì½ò3ÈÕÓÎ,/2019/10/03,3,1000,Ç××Ó,×Ô¼Ý?µÚÒ»´Î?¹úÇì,98000
Ê¯ÁÖ,°üÍ·¡«»ÆºÓÊ¯ÁÖ3ÈÕÓÎ,/2019/10/03,3,750,¼ÒÍ¥,×Ô¼Ý?ÉÍÇï,3992
³±ÖÝ,³±ÖÝ3ÈÕÓÎ,/2019/10/05,3,100,¶À×ÔÒ»ÈË,ÃÀÊ³?ÇîÓÎ?¹úÇì,6274
³É¶¼,²»°´Ì×Â·³öÅÆµÄ³É¶¼ÃÀÊ³ÃÇ,/2019/10/01,7,100,ÈýÎåºÃÓÑ,Éî¶ÈÓÎ?ÃÀÊ³,119000
ÖØÇì,"ÖØÇìÖÐÇï´ò¿¨---Ñ°ÃÎ»Ã³Ç±¤,ÃÙÇ§Äê´ÅÆ÷¿Ú,ÉÍºéÑÂ¶´è­è²µÆ»ð",/2019/09/12,3,1000,ÈýÎåºÃÓÑ,Éî¶ÈÓÎ?ÃÀÊ³?ÉãÓ°?ÖÐÇï½Ú,27000
°×Ñóµí,°üÍ·¡«°×Ñóµí3Ìì×Ô¼ÝÓÎ,/2019/08/30,3,700,¼ÒÍ¥,×Ô¼Ý?ÏÄ¼¾,4686
ÁúÓÎ,Âþ²½Õã½­ÁúÓÎ£¬ÏíÊÜÕâ×ùÐ¡³Çæµ¾²°²ÒÝµÄÊ±¹â,/2019/10/05,2,1500,ÈýÎåºÃÓÑ,ÃÀÊ³?ÉãÓ°?¹úÇì,16000
³É¶¼,´óÍ·¶ù×Ó£¬Ð¡Í·°Ö°Ö£ü³É¶¼áÌ¶ù168Ð¡Ê±¡£,/2019/10/05,7,2000,¼ÒÍ¥,Éî¶ÈÓÎ?ÃÀÊ³?ÉãÓ°?¹úÇì?º®¼Ù,112000
ÖØÇì,³É¶¼ÈËÑÛÖÐµÄÖØÇì»¶ÀÖ¹ÈÊÇ¸öÉ¶µ÷ÐÔ£¿¸Ð¾õÁËÒ»ÏÂ£¬°üÄãÈ¥¾ÍÍÂ£¡ºÇºÇ¡­¡­,/2019/10/01,1,500,¼ÒÍ¥,µÚÒ»´Î?Éî¶ÈÓÎ?¹úÇì,5223
µ¤¶«,Ê®ÔÂ×î¡°»ð¡±ÉÍÇïÏßÂ·£¬×Ô¼Ýµ¤¶«£¬ÖÐ¹ú·ãÒ¶×îºì×îÑÞµÄµØ·½,/2019/10/06,3,500,ÈýÎåºÃÓÑ,×Ô¼Ý?ÉãÓ°?ÉÍ·ã?¹úÇì,5535
Æ½Ò£,ÈýÌìÁ½Íí£¬´øÄãÓö¼ûÆ½Ò££¬ÁìÂÔ¹Å³Ç÷ÈÁ¦£¬½âÃÜÄã²»ÖªµÀµÄÐ¡ÖªÊ¶,/2019/10/28,3,1500,ÈýÎåºÃÓÑ,Éî¶ÈÓÎ,57.1
Ì«Ô­,Ì«Ô­6ÈÕÓÎ,/2019/10/02,6,1700,¼ÒÍ¥,¹úÇì,5545
Æ½Ò£,Æ½Ò££¬ÓÖ¼ûÆ½Ò££¡Õâ·ÝÏêÊµµÄÆ½Ò£³öÐÐ¹¥ÂÔ£¬¾´ÇëÊÕÏÂ,/2019/09/25,3,1000,ÈýÎåºÃÓÑ,µÚÒ»´Î?¶ÌÍ¾ÖÜÄ©?ÉãÓ°?¹úÇì,11.8
³É¶¼,¡¾Ê³É«³É¶¼¡¿12³¡Î¶ÀÙÓë¾°É«µÄË«ÖØÊ¢Ñç,/2019/09/15,4,2000,¹ëÃÛ,×Ô¼Ý?ÖÐÇï½Ú,24000
Æ½Ò£,Ê±¹â¾²ºÃ£ü³õ¼ûÆ½Ò££¬ÓÖ¼ûÆ½Ò£,/2019/09/25,2,1000,ÈýÎåºÃÓÑ,¶ÌÍ¾ÖÜÄ©?¹ÅÕò?¹úÇì,33000
ÈýÑÇ,¸ãÔÒÁË£¡ÎåÌìËÄÒ¹£¬ÎÒ°ÑÈýÑÇÇ××ÓÓÎÕû³ÉÁËÈýÑÇÃÀÊ³ÓÎ¡£,/2019/09/20,5,1500,Ç××Ó,ÃÀÊ³?º£±õº£µº,5003
³»ÖÝ,¹ã¶«µÄºó»¨Ô°ÒþÄäµÄÊÀÍâÌÒÔ´¡ª¸øÄãÏëÒªµÄºþÄÏ³»ÖÝ,/2019/09/26,3,1000,ÇéÂÂ,¶ÌÍ¾ÖÜÄ©?×Ô¼Ý?ÉãÓ°?¹úÇì,3090
ÏÃÃÅ,åâåËÏÃÃÅ£¬Ô¼»áËÄÌìµÄÀËÂþÐ¡Ê±¹â,/2019/09/17,5,2000,ÇéÂÂ,Éî¶ÈÓÎ?º£±õº£µº,49000
³ÐµÂ,Ô¶·½²»Ô¶£¬±±¾©ÒÔ±±£¬ÄãÏòÍùµÄ×ÔÓÉÓëÃÎÏë¶¼ÔÚÕâÌõÌìÂ·,/2019/09/27,3,1000,ÈýÎåºÃÓÑ,×Ô¼Ý?ÉãÓ°?Êî¼Ù?ÉÍÇï,76000
ºôºÍºÆÌØ,´Ò´ÒÈû±±ÓÎ£¬ÒâÐËÀ»Éº¹é,/2019/09/18,4,2300,¶À×ÔÒ»ÈË,ÃÀÊ³?ÉÍÇï,7652
³É¶¼,´Ó³É¶¼µ½¶ëÃ¼£¬ÎÒÖ»ÏëÔÚÕâÀïµÄ½ÖÍ·×ßÒ»×ß,/2019/09/26,2,2000,ÈýÎåºÃÓÑ,Éî¶ÈÓÎ?¹úÇì,51000
Æ½Ò£,´òÄ¥Ê±¹â£¬ÓÄÓÄ¹ÅÕòË«³Ç¼Ç,/2019/09/21,3,800,Ç××Ó,¶ÌÍ¾ÖÜÄ©,63000
ÉîÛÚ,´ò¸ö·ÉµÄÈ¥ÉîÛÚ£¬¹ýÒ»¸öÎÄ»¯ÒÕÊõµÄÖÜÄ©£¡,/2019/09/20,3,2000,¶À×ÔÒ»ÈË,¶ÌÍ¾ÖÜÄ©?ÉãÓ°,42000
ÈýÑÇ,ÈýÑÇÇ××ÓÓÎ¡ª2Ííº£¾°2ÍíÓ¾³Ø±ðÊûµÄÇáÉÝÖ®ÂÃ,/2019/09/20,5,2600,Ç××Ó,×Ô¼Ý?ÓÎÂÖ?º£±õº£µº?ÉÍÇï,78000
Èûº±°Ó,Èûº±°ÓµÄÇï¾°,/2019/09/16,2,600,ÈýÎåºÃÓÑ,×Ô¼Ý?ÖÐÇï½Ú,5416
´óÀí,3Ìì2Íí£¬Óö¼û²»Ò»ÑùµÄ²ÊÔÆÖ®ÄÏ,/2019/09/23,3,1000,ÈýÎåºÃÓÑ,×Ô¼Ý?ÎÂÈª?¹ÅÕò?¹úÇì,48000
êùÎª,¡°ÀÖ¡±²»Ë¼¡°Êñ¡±¡ª¡ª´¨ÊñË«³Ç¼Ç,/2019/09/22,3,1000,ÈýÎåºÃÓÑ,×Ô¼Ý?ÃÀÊ³?ÉãÓ°?ÖÐÇï½Ú,32000
ÁÙÒÊ,½ðÇï¾ÅÔÂ×Ô¼ÝÒÊÃÉ£¬åâåËÄã×îÃÀµÄÒ»Ãæ,/2019/09/15,3,1000,¼ÒÍ¥,¶ÌÍ¾ÖÜÄ©?ÉÍÇï?¹úÇì,78000
ÈýÑÇ,Ì¨·çÌìÔõÃ´¹äÈýÑÇ²ÅºÃÍæ£¿¼´Ê¹Ã»ÓÐÑÞÑôÌì£¬ÒÀÈ»ÊÇÂúÂúµÄ¶È¼Ù¸Ð~,/2019/09/01,2,1500,ÈýÎåºÃÓÑ,¶ÌÍ¾ÖÜÄ©?ÃÀÊ³,6308
ÈýÑÇ,À´ÈýÑÇº£±ß¶È¸ö¼Ù£¬Óë¼ÒÈË¹²¸°Ò»³¡ÐÝÏÐÃÀÊ³Ö®ÂÃ£¡,/2019/09/21,3,2000,Ç××Ó,¶ÌÍ¾ÖÜÄ©?ÃÀÊ³?º£±õº£µº?ÖÐÇï½Ú,38000
Ìì½ò,2016Äê2017Äê2019ÄêÈý´ÎÇ××ÓÓÎÌì½ò,/2015/12/31,3,600,Ç××Ó,¶ÌÍ¾ÖÜÄ©?×Ô¼Ý?¶¬¼¾,6504
ÕÅ¼Ò½ç,Èë³õÇï£¬µø½øÕÅ¼Ò½çµÄ»­¾íÀï£¨ÈýÌìÁ½Íí·À¿ÓÖ¸ÄÏ),/2019/09/10,3,2000,¶À×ÔÒ»ÈË,Éî¶ÈÓÎ?¶ÌÍ¾ÖÜÄ©?ÉãÓ°?ÖÐÇï½Ú,65000
±¾Ïª,Ê®ÔÂ×î¡°»ð¡±×Ô¼ÝÏßÂ·£¬·ãÒ¶Ö®¶¼ÁÉÄþ±¾ÏªÑ°ÕÒ×îÃÀµÄÇïÉ«,/2019/10/04,3,500,ÈýÎåºÃÓÑ,×Ô¼Ý?ÉãÓ°?ÉÍ·ã?¹úÇì,2490
Óàº¼,³Ùµ½µÄÔ¼»á£¬´ó¾¶É½ìøÒâÖ®ÐÐ,/2019/09/09,3,700,ÈýÎåºÃÓÑ,¶ÌÍ¾ÖÜÄ©?×Ô¼Ý?ÖÐÇï½Ú?¹úÇì,89000
¹ãÖÝ,@ÍõäÝäÝ£ÛOCTÖ÷ÌâÀÖÔ°3ÈÕÓÎ£ÝIt'sShowTimeÎå²ÊçÍ·×ÖÜÄ©ÀÖÓÆÓÎ,/2019/09/20,3,1500,ÈýÎåºÃÓÑ,¶ÌÍ¾ÖÜÄ©?ÉãÓ°?ÏÄ¼¾?¹úÇì,40000
±±¾©,Ê×¶¼±±¾©µ¥ÈË5ÈÕÓÎ,/2019/09/08,5,1600,¶À×ÔÒ»ÈË,µÚÒ»´Î?Éî¶ÈÓÎ?ÃÀÊ³,40000
ÂµÇú,¹úÇì×Ô¼Ý´¨²Øµá²ØÅÂ¸ß·´ÓÇÂ·ÏÕ²»·Áµ½Õâ²ØÇøº£°ÎµÍÂ·¿öºÃ³µÁ¾ÉÙ¾°ÃÀ±¬£¡,/2019/09/13,1,100,ÈýÎåºÃÓÑ,µÚÒ»´Î?×Ô¼Ý?ÉãÓ°?ÖÐÇï½Ú,9359
Îäºº,Ôç²ÍºÜ°ô£¬Ð¡ÁúÏºÎÞµÐ£¬Ëµµã´ø×Åº¢×ÓÀ´ÎäººµÄ×¢ÒâÊÂÏî£¬ÎÒÃÇÂýÂýÍæ~,/2019/09/08,6,2000,Ç××Ó,ÃÀÊ³?ÖÐÇï½Ú,2579
ËÕÖÝ,¹ÅÔÏËÕÖÝ£¬¹Å½ÖÓëÊ±ÉÐµÄÍêÃÀÆõºÏ,/2019/09/10,3,1500,¶À×ÔÒ»ÈË,¶ÌÍ¾ÖÜÄ©?ÖÐÇï½Ú,3923
½õÖÝ,ÁÉÄþ¡¾ÅÌ½õ-½õÖÝ¡¿ÖÐÇï/±±¾©-ºìº£Ì²-±Ê¼ÜÉ½3ÈÕ,/2019/09/13,3,1070,ÈýÎåºÃÓÑ,¶ÌÍ¾ÖÜÄ©?ÃÀÊ³?ÉãÓ°?ÖÐÇï½Ú,198000
³¤°×É½,ÏÄÌìÀïµÄ±ÜÊîÖ®ÂÃ¡ª¡ª³¤´º³¤°×É½ÂúÖÞÀï¹þ¶û±õ,/2019/08/10,8,2500,Ç××Ó,×Ô¼Ý?ÃÀÊ³?Êî¼Ù,901
ÈýÑÇ,Èç¹ûÄã²»¿ìÀÖ£¬ÄÇ¾ÍÈ¥¿´º£°É£¡ËÄÌìÈýÍí£¬ÇáÉÝã¼ÀÁµÄÈýÑÇÊ±¹â,/2019/09/10,4,2500,ÇéÂÂ,ÃÀÊ³?º£±õº£µº,59000
¾Å½­,ÉÏ²ÔÖ®ÑÛÁìÂÔ½­ÄÏÓãÃ×Ö®Ïç¼ÎÐËÐãÖÞÖ®ÃÀ¾°,/2019/09/09,3,1000,ÈýÎåºÃÓÑ,»·ÓÎ?¶ËÎç,13000
ÈÙ³É,»·É½¶«°ëµº1000¹«ÀïËÄÈÕ×Ô¼ÝÓÎ,/2019/09/10,1,2200,¼ÒÍ¥,×Ô¼Ý?ÖÐÇï½Ú,615000
ÆÎÌï,Hello£¬ÆÎÌï£¡È¥°ÙÍþÖÐ¹úÆ¡¾Æ²©Îï¹Ý£¬¾´Ò»±­¾Æ¸øÔ¶·½,/2019/09/11,2,2000,ÈýÎåºÃÓÑ,Éî¶ÈÓÎ?ÏÄ¼¾,18000
·áÄþ,½ðÇï×Ô¼Ý¾©±±µÚÒ»ÌìÂ·£¬¾àÀë¾©³Ç×î½üµÄÇïÉ«£¬×ßÈëÏÉ¾³¹éÀ´ÈÔÊÇÉÙÄê,/2019/09/08,2,400,ÈýÎåºÃÓÑ,µÚÒ»´Î?×Ô¼Ý?ÉãÓ°?ÖÐÇï½Ú?¹úÇì,2210
¹óÑô,Í©¼ÒµÄÂÃÐÐ¡ª¡ª¹óÖÝÎ÷½­Ç§»§ÃçÕ¯¡¢ÇàÑÒ¹ÅÕò¡¢ÖÐ¹úÌìÑÛÎåÈÕÓÎ,/2019/08/18,5,2000,Ç××Ó,ÉãÓ°?Êî¼Ù,6104
ÄÏä±,ÃÎÂäÄÏä±£¬ÄÑÑ°ÇïÒâ,/2019/09/12,2,500,¶À×ÔÒ»ÈË,¶ÌÍ¾ÖÜÄ©?ÖÐÇï½Ú,29000
»´°²,Ñ°ÃÎÔËºÓÖ®¶¼£¬Óë»´°²µÄ²»ÆÚ¶øÓö£¡¡¾»´°²4Ìì3Ò¹Éî¶ÈÓÎ¡¿,/2019/09/01,4,2000,ÈýÎåºÃÓÑ,Éî¶ÈÓÎ?ÃÀÊ³?ÉãÓ°?¹úÇì,57000
ÖØÇì,2019ÖØÇìÓÎ¼Ç,/2019/07/23,5,2000,¼ÒÍ¥,µÚÒ»´Î?ÏÄ¼¾,140000
Èô¶û¸Ç,¸ÊÄÏµü²¿µ½°¢°ÓÈô¶û¸ÇÓÐÒ»ÏÊÎªÈËÖªµÄÃØµÀ°×Áú½­½ø´ó²ÝÔ­³öÇ×ÑÛ¿´áºÉ½ÉñÃØÏûÊ§£¡,/2019/08/31,1,100,ÈýÎåºÃÓÑ,µÚÒ»´Î?×Ô¼Ý?ÉãÓ°?Êî¼Ù,9506
³É¶¼,Óö¼û£¬³É¶¼¡ªÄÇÐ©ÓëÃÀÊ³Ïà¹ØµÄÐ¡ÃÀºÃ£¬ÕâÀïÄã¶¼¿ÉÒÔÕÒµ½£¨5Ìì4Ò¹Ð¡ÖÚÍæ·¨£©,/2019/08/08,4,1000,ÈýÎåºÃÓÑ,¶ÌÍ¾ÖÜÄ©?ÃÀÊ³?ÉãÓ°?ÏÄ¼¾,12.8
Æ½Ò£,ÁìÂÔ½ú»ê--½ú±±½úÖÐÓÎ,/2019/08/17,8,2500,¼ÒÍ¥,µÚÒ»´Î?ÃÀÊ³?¹ÅÕò?Êî¼Ù,8735
º£Äþ,º£ÄþÑÎ¹Ù¹Å³ÇÂýÓÎ¼Ç£¬ÖÐÇïÑÎ¹Ù¹Û³±Õýµ±Ê±,/2019/09/13,2,1500,ÈýÎåºÃÓÑ,µÚÒ»´Î?ÃÀÊ³?¹ÅÕò?ÖÐÇï½Ú,14000
³É¶¼,"²»Ò»ÑùµÄ³É¶¼,²»Ò»ÑùµÄÃÀÊ³,Ì½Ñ°Ìì¸®Ö®¹ú,Ñ°±é½­ºþÃÀÎ¶",/2019/08/30,4,1500,ÈýÎåºÃÓÑ,ÃÀÊ³,106000
³É¶¼,ÈËÉúÈôÓö³É¶¼£¬²»¸ºÃÀ¾°²»¸ºÎ¸,/2019/08/16,3,1500,ÈýÎåºÃÓÑ,ÃÀÊ³,53000
ÂüµÂÀÕ,2019Äê8ÔÂ31ÈÕ¸úÍÅÈ¥Ãåµé5Íí7ÈÕÓÎ,/2019/09/11,5,2000,¶À×ÔÒ»ÈË,µÚÒ»´Î,2969
¸£ÖÝ,¡°ÔÚ¸£ÖÝÊÐÇøÈýÈÕÓÎÔõÃ´Íæ£¿¡±¿´Ò»¸öÎ±±¾µØ´óÑ§ÉúµÄÍÆÀí½â´ð,/2019/09/10,3,700,ÈýÎåºÃÓÑ,¶ÌÍ¾ÖÜÄ©?ÏÄ¼¾?¶¬¼¾,5564
»´°²,»´°²3Ìì2ÍíÉî¶ÈÓÎ£¬¸ÐÊÜ¡°ÖÐ¹úÔËºÓÖ®¶¼¡±µÄ¶à²Ê÷ÈÁ¦,/2019/09/09,3,2500,ÈýÎåºÃÓÑ,Éî¶ÈÓÎ?ÃÀÊ³?¹ÅÕò,156000
ÄÏ²ý,¸ßÌúÔÚÊÖ£¬Ëµ×ß¾Í×ß£¬¿´·ðÏµÍæ¼ÒÈçºÎÄÏ²ýÕâ¸ö»ðÂ¯³ÇÊÐÌåÑé±ùÓë»ðµÄ¼¤Çé,/2019/09/08,3,1600,¹ëÃÛ,¶ÌÍ¾ÖÜÄ©?ÃÀÊ³?ÉãÓ°?Êî¼Ù,26000
³¤É³,²»ÒÔÎïÏ²²»ÒÔ¼º±¯£¬°Ë°ÙÀï¶´Í¥ÈÕÔÂ½ñ°²ÔÚ,/2019/03/26,5,1120,¼ÒÍ¥,µÚÒ»´Î?ÇîÓÎ?Ì¤´º,102000
»´°²,»´°²|È¥»´°²¡°Þè¡±³ö²»Ò»ÑùµÄ»¨Ñù£¨ÈýÌìÁ½Ò¹ÓÎÔÚ»´°²£©,/2019/09/06,3,1500,ÈýÎåºÃÓÑ,Éî¶ÈÓÎ?×Ô¼Ý?ÉÍÇï,42000
É½º£¹Ø,ÖÐÇïÊ®Ò»È¥ÄÄÍæ£¿¸ú×Å»¨³ÈÂÃÓÎ£¬¿ªÆô±±¾©¡¢É½º£¹ØÁ½µØÈýÌì»¶ÀÖÄ£Ê½,/2019/09/05,1,2000,¶À×ÔÒ»ÈË,¶ÌÍ¾ÖÜÄ©?×Ô¼Ý?ÖÐÇï½Ú?¹úÇì,7242
³¤°×É½,³¤°×É½Á½ÈÕÓÎ-ÐíÄã³¤ÏàË¼ÊØ£¬°×Í·µ½ÀÏ£¬É½ÃËº£ÊÄ,/2019/08/27,3,1400,ÇéÂÂ,¶ÌÍ¾ÖÜÄ©?µÚÒ»´Î?ÇîÓÎ?ÏÄ¼¾,44000
¶«Óª,¶«ÓªØ­»ÆºÓÈëº£¡¢ËïÎä¹ÊÀï£¬³õÇïÆæÃîÖ®ÂÃ,/2019/09/05,3,1500,ÈýÎåºÃÓÑ,¶ÌÍ¾ÖÜÄ©?ÖÐÇï½Ú,34000
¸ÊÄÏ,·¢ì­µÄÃÀÈÊ²ÝÔ­ìÅÀöµÄÊ®Àï»­ÀÈAÃæÂÌÈ¾BÃæ½ð»Æ¹úÇì´ó¼ÙÉÏÉÏÑ¡,/2019/08/27,2,500,ÈýÎåºÃÓÑ,Éî¶ÈÓÎ?×Ô¼Ý?ÉãÓ°?Êî¼Ù,35000
·ï»Ë,¡ºÈ¥ÄÄ¶ùµÚÒ»¼Ç¡»ÄÇÄê¾ÅÔÂÒ¹Î´Ñë×·Òä·ï»Ë¹Å³Ç×îÃÀÁ°äô,/2016/09/13,3,800,¼ÒÍ¥,µÚÒ»´Î?ÃÀÊ³?ÃÛÔÂ,22000
º¼ÖÝ,2019.8.31ÔÚº¼ÖÝ¶ÔÏÄÈÕµÄÍêÃÀ¸æ±ð,/2019/08/31,1,1000,¶À×ÔÒ»ÈË,¶ÌÍ¾ÖÜÄ©?ÏÄ¼¾,3035
³É¶¼,¹úÇì³É¶¼ÔõÃ´Íæ£¿³É¶¼ÍÁÖøµÄµÚN´Î³É¶¼¹¥ÂÔ±Ø´ò¿¨µØµãÖ¸ÄÏ,/2019/09/13,1,105,ÈýÎåºÃÓÑ,¶ÌÍ¾ÖÜÄ©?ÇîÓÎ?ÃÀÊ³,26000
ÕÅ¼Ò½ç,´Ë´ÎÒ»ÓÎ£¬¶¼ÔÚÂ·ÉÏ¡ª¡ª±±Î³30¡ã,/2019/08/27,5,870,¼ÒÍ¥,µÚÒ»´Î?±ÏÒµÓÎ?¹ÅÕò?Êî¼Ù,8015
